ID,Salary
3884,377000
3885,201000
3886,212000
3887,256000
3888,474000
3889,132000
3890,278000
3891,433000
3892,350000
3893,370000
3894,379000
3895,292000
3896,286000
3897,279000
3898,303000
3899,239000
3900,232000
3901,277000
3902,332000
3903,261000
3904,319000
3905,327000
3906,415000
3907,176000
3908,340000
3909,357000
3910,256000
3911,208000
3912,273000
3913,251000
3914,277000
3915,273000
3916,245000
3917,218000
3918,339000
3919,330000
3920,405000
3921,334000
3922,232000
3923,259000
3924,187000
3925,101000
3926,287000
3927,268000
3928,374000
3929,311000
3930,340000
3931,277000
3932,221000
3933,385000
3934,245000
3935,303000
3936,210000
3937,183000
3938,150000
3939,443000
3940,215000
3941,262000
3942,222000
3943,205000
3944,401000
3945,307000
3946,230000
3947,280000
3948,197000
3949,200000
3950,264000
3951,312000
3952,461000
3953,261000
3954,261000
3955,376000
3956,295000
3957,244000
3958,280000
3959,297000
3960,180000
3961,293000
3962,409000
3963,253000
3964,208000
3965,305000
3966,110000
3967,305000
3968,116000
3969,265000
3970,130000
3971,414000
3972,392000
3973,267000
3974,235000
3975,340000
3976,281000
3977,307000
3978,178000
3979,204000
3980,316000
3981,330000
3982,199000
3983,324000
3984,275000
3985,357000
3986,294000
3987,433000
3988,358000
3989,331000
3990,403000
3991,284000
3992,284000
3993,225000
3994,243000
3995,335000
3996,303000
3997,477000
